sep=,
"Account Description","Account Date","Bank / Customer / Supplier","Reference","Transaction Type","Description","Debit","Credit","Balance"
"3300/020 : Computer - Platforms",,,,,,,
"3300/020 : Computer - Platforms","Opening Balance as at: 01/03/2024",,,,,"0",,
,"06/04/2024","8400/000 : FNB","24011344096000000761225","Account Payment","599.00 TRIPLE WHALE 4910505191 04 APR 24011344096000000761225","11526.99",,"507342.51"
,"06/04/2024","8400/000 : FNB","74143614096000103723165","Account Payment","2058.98 SHOPIFY 22 4910505191 04 APR 74143614096000103723165","39622.44",,"546964.95"
,"06/04/2024","8400/000 : FNB","24011344096000019170343","Account Payment","134.00 SQUARESPACE 4910505191 05 APR 24011344096000019170343","134",,"547098.95"
,"08/04/2024","8400/000 : FNB","74007484097250498874196","Account Payment","77.05 CBAPlesk 4910505191 05 APR 74007484097250498874196","1474.27",,"548573.22"
,"08/04/2024","8400/000 : FNB","24011344097000020265271","Account Payment","15.00 HIGHTAIL 4910505191 06 APR 24011344097000020265271","287.32",,"548860.54"
,"09/04/2024","8400/000 : FNB","24492164098000009261308","Account Payment","7.00 NPM INC. 4910505191 07 APR 24492164098000009261308","134.09",,"548994.63"
,"09/04/2024","8400/000 : FNB","74609054098000004067443","Account Payment","9.00 GITPOD.IO 4910505191 07 APR 74609054098000004067443","172.39",,"549167.02"
,"09/04/2024","8400/000 : FNB","74609054097000007779623","Account Payment","19.99 WOOCOMMERCE S 4910505225 06 APR 74609054097000007779623","382.91",,"549549.93"
,"09/04/2024","8400/000 : FNB","24011344097000061712512","Account Payment","20.00 VERCEL INC. 4910505225 06 APR 24011344097000061712512","383.1",,"549933.03"
,"09/04/2024","8400/000 : FNB","24011344097000063684123","Account Payment","20.00 VERCEL INC. 4910505225 06 APR 24011344097000063684123","383.1",,"550316.13"
,"09/04/2024","8400/000 : FNB","24168884098104976702363","Account Payment","546.25 INTUIT QBoo 4910505225 07 APR 24168884098104976702363","546.25",,"550862.38"
,"09/04/2024","8400/000 : FNB","24492164099000000037458","Account Payment","99.00 MIOSALON.COM 4910505225 07 APR 24492164099000000037458","1896.34",,"552758.72"
,"09/04/2024","8400/000 : FNB","74208474098000010518350","Account Payment","3.60 GETADDRESS.IO 4910505225 07 APR 74208474098000010518350","87.13",,"552845.85"
,"09/04/2024","8400/000 : FNB","24492164098000009100324","Account Payment","7.00 NPM INC. 4910505191 07 APR 24492164098000009100324","134.09",,"552979.94"
,"09/04/2024","8400/000 : FNB","24492164098000009213101","Account Payment","7.00 NPM INC. 4910505191 07 APR 24492164098000009213101","134.09",,"553114.03"
,"09/04/2024","8400/000 : FNB","24492164098000009255052","Account Payment","7.00 NPM INC. 4910505191 07 APR 24492164098000009255052","134.09",,"553248.12"
,"09/04/2024","8400/000 : FNB","24492164099000000062100","Account Payment","99.00 MIOSALON.COM 4910505225 07 APR 24492164099000000062100","1896.34",,"555144.46"
,"09/04/2024","8400/000 : FNB","24021214099016175440627","Account Payment","171.35 PADDLE.NETD 4910505191 08 APR 24021214099016175440627","3282.21",,"558426.67"
,"10/04/2024","8400/000 : FNB","24492164099000032428238","Account Payment","25.00 NOTION LABS 4910505191 08 APR 24492164099000032428238","478.87",,"558905.54"
,"10/04/2024","8400/000 : FNB","24000774099000007106372","Account Payment","28.75 CLOUDFLARE 4910505191 08 APR 24000774099000007106372","550.71",,"559456.25"
,"10/04/2024","8400/000 : FNB","74143614100000062161070","Account Payment","575.00 FACEBK HY7U 4910505191 08 APR 74143614100000062161070","575",,"560031.25"
,"10/04/2024","8400/000 : FNB","74987504099001201957050","Account Payment","862.50 FACEBK T5NGE 4910505191 08 APR 74987504099001201957050","862.5",,"560893.75"
,"10/04/2024","8400/000 : FNB","24492164099000027125278","Account Payment","150.00 AUTH0.COM 4910505191 08 APR 24492164099000027125278","2873.25",,"563767"
,"11/04/2024","8400/000 : FNB","74143254100000002378953","Account Payment","49.00 SKRAPP.IO STA 4910505191 09 APR 74143254100000002378953","937.35",,"564704.35"
,"11/04/2024","8400/000 : FNB","74838424100106731023338","Account Payment","546.25 INTUIT QBoo 4910505225 09 APR 74838424100106731023338","546.25",,"565250.6"
,"11/04/2024","8400/000 : FNB","24492164101000009613008","Account Payment","102.74 NOTION LABS 4910505191 10 APR 24492164101000009613008","1956.02",,"567206.62"
,"12/04/2024","8400/000 : FNB","74143614102000109485290","Account Payment","3001.45 SHOPIFY 22 4910505225 10 APR 74143614102000109485290","57143.37",,"624349.99"
,"12/04/2024","8400/000 : FNB","24049454101000003144524","Account Payment","198.00 PLAYFAB INC 4910505191 10 APR 24049454101000003144524","3769.64",,"628119.63"
,"12/04/2024","8400/000 : FNB","24011344102000024690303","Account Payment","99.00 DYNAMIC.XYZ 4910505191 11 APR 24011344102000024690303","1900.03",,"630019.66"
,"12/04/2024","8400/000 : FNB","24492164102000012523672","Account Payment","32.00 BUBBLE STARTE 4910505191 11 APR 24492164102000012523672","614.15",,"630633.81"
,"13/04/2024","8400/000 : FNB","24000774102000014521253","Account Payment","42.00 GITHUB INC. 4910505225 11 APR 24000774102000014521253","806.08",,"631439.89"
,"13/04/2024","8400/000 : FNB","24000774102000014642513","Account Payment","63.00 GITHUB INC. 4910505225 11 APR 24000774102000014642513","1209.11",,"632649"
,"13/04/2024","8400/000 : FNB","24000774102000014574450","Account Payment","189.00 GITHUB INC. 4910505225 11 APR 24000774102000014574450","3627.32",,"636276.32"
,"13/04/2024","8400/000 : FNB","24168884102108166604283","Account Payment","546.25 INTUIT QBoo 4910505225 11 APR 24168884102108166604283","546.25",,"636822.57"
,"13/04/2024","8400/000 : FNB","24168884102108166604291","Account Payment","546.25 INTUIT QBoo 4910505225 11 APR 24168884102108166604291","546.25",,"637368.82"
,"15/04/2024","8400/000 : FNB","24000774103000017963824","Account Payment","15.00 TABNINE 4910505191 12 APR 24000774103000017963824","288.49",,"637657.31"
,"16/04/2024","8400/000 : FNB","24000774105000012957787","Account Payment","14.00 GITHUB INC. 4910505225 14 APR 24000774105000012957787","271.13",,"637928.44"
,"16/04/2024","8400/000 : FNB","24492164106000000303240","Account Payment","280.00 WIZA.CO 4910505191 14 APR 24492164106000000303240","5422.56",,"643351"
,"16/04/2024","8400/000 : FNB","74247284104820130887940","Account Payment","180.00 AGENCYANALYT 4910505225 13 APR 74247284104820130887940","3485.93",,"646836.93"
,"16/04/2024","8400/000 : FNB","24492164105000028848219","Account Payment","123.39 NOTION LABS 4910505191 14 APR 24492164105000028848219","2389.61",,"649226.54"
,"16/04/2024","8400/000 : FNB","24168884105100698914394","Account Payment","546.25 INTUIT QBoo 4910505225 14 APR 24168884105100698914394","546.25",,"649772.79"
,"17/04/2024","8400/000 : FNB","74609054106000009684077","Account Payment","226.47 SLACK T0MN3D 4910505225 15 APR 74609054106000009684077","4385.89",,"654158.68"
,"17/04/2024","8400/000 : FNB","24000774106000017370084","Account Payment","120.75 MANAGEWP 4910505225 15 APR 24000774106000017370084","2338.48",,"656497.16"
,"17/04/2024","8400/000 : FNB","24000774106000017247860","Account Payment","120.75 MANAGEWP 4910505225 15 APR 24000774106000017247860","2338.48",,"658835.64"
,"17/04/2024","8400/000 : FNB","74143614107000112672293","Account Payment","74.75 SHOPIFY 2260 4910505225 15 APR 74143614107000112672293","1447.64",,"660283.28"
,"17/04/2024","8400/000 : FNB","24011344106000029125509","Account Payment","23.00 FIGMA MONTHLY 4910505191 15 APR 24011344106000029125509","445.42",,"660728.7"
,"18/04/2024","8400/000 : FNB","24011344107000051573740","Account Payment","279.00 TRIPLE WHALE 4910505191 16 APR 24011344107000051573740","5424.23",,"666152.93"
,"18/04/2024","8400/000 : FNB","24011344108000020359345","Account Payment","1150.00 SQUARESPACE 4910505191 17 APR 24011344108000020359345","1150",,"667302.93"
,"18/04/2024","8400/000 : FNB","74143614108000068600636","Account Payment","575.00 FACEBK KTYK 4910505191 16 APR 74143614108000068600636","575",,"667877.93"
,"18/04/2024","8400/000 : FNB","74796314108000900043075","Account Payment","408.94 MSFT 3cE07 4910505225 17 APR 74796314108000900043075","408.94",,"668286.87"
,"18/04/2024","8400/000 : FNB","74796314108000200003076","Account Payment","26415.96 MSFT E07 4910505225 17 APR 74796314108000200003076","26415.96",,"694702.83"
,"18/04/2024","8400/000 : FNB","74796314108000800020033","Account Payment","5439.50 MSFT 3cE0 4910505225 17 APR 74796314108000800020033","5439.5",,"700142.33"
,"19/04/2024","8400/000 : FNB","74875304108000006774057","Account Payment","178.68 PipedriveUK 4910505191 17 APR 74875304108000006774057","4335.1",,"704477.43"
,"19/04/2024","8400/000 : FNB","24492164109000009852020","Account Payment","9.00 EMMA AI 4910505191 18 APR 24492164109000009852020","175.49",,"704652.92"
,"20/04/2024","8400/000 : FNB","74208474110000006705502","Account Payment","46.80 ENDOLE.CO.UK 4910505191 19 APR 74208474110000006705502","1141.22",,"705794.14"
,"20/04/2024","8400/000 : FNB","24000774110000005662967","Account Payment","100.00 NAMEBIO 4910505191 19 APR 24000774110000005662967","1960.07",,"707754.21"
,"20/04/2024","8400/000 : FNB","74609054110000004376509","Account Payment","17.25 SLACK T4ENT13 4910505225 19 APR 74609054110000004376509","338.11",,"708092.32"
,"20/04/2024","8400/000 : FNB","24692164109103965634669","Account Payment","100.00 INTUIT QBoo 4910505191 18 APR 24692164109103965634669","1949.86",,"710042.18"
,"22/04/2024","8400/000 : FNB","24492164110000014112086","Account Payment","59.00 GREENBACK.COM 4910505225 19 APR 24492164110000014112086","1156.45",,"711198.63"
,"22/04/2024","8400/000 : FNB","74987504110000710056045","Account Payment","1150.00 FACEBK 35DS 4910505191 19 APR 74987504110000710056045","1150",,"712348.63"
,"22/04/2024","8400/000 : FNB","24168884110104867167969","Account Payment","546.25 INTUIT QBoo 4910505225 19 APR 24168884110104867167969","546.25",,"712894.88"
,"22/04/2024","8400/000 : FNB","24168884110104861841411","Account Payment","546.25 INTUIT QBoo 4910505225 19 APR 24168884110104861841411","546.25",,"713441.13"
,"22/04/2024","8400/000 : FNB","24168884110104859898266","Account Payment","546.25 INTUIT QBoo 4910505225 19 APR 24168884110104859898266","546.25",,"713987.38"
,"22/04/2024","8400/000 : FNB","24168884110104867168017","Account Payment","264.50 INTUIT QBoo 4910505225 19 APR 24168884110104867168017","264.5",,"714251.88"
,"22/04/2024","8400/000 : FNB","74313284111105425846490","Account Payment","3.01 Illustrator 4910505191 20 APR 74313284111105425846490","59",,"714310.88"
,"23/04/2024","8400/000 : FNB","24492164111000036196009","Account Payment","20.00 REPLIT INC. 4910505225 20 APR 24492164111000036196009","395.75",,"714706.63"
,"23/04/2024","8400/000 : FNB","24000774112000005464768","Account Payment","54.00 AIRTABLE.COM 4910505191 21 APR 24000774112000005464768","1068.53",,"715775.16"
,"24/04/2024","8400/000 : FNB","74609054114000001428630","Account Payment","299.00 TIME IS LTD 4910505191 22 APR 74609054114000001428630","5857.96",,"721633.12"
,"25/04/2024","8400/000 : FNB","74987504115000604227087","Account Payment","1124.99 LinkedIn 95 4910505191 24 APR 74987504115000604227087","1124.99",,"722758.11"
,"25/04/2024","8400/000 : FNB","74609054115000001149417","Account Payment","30.00 HASURA 4910505191 23 APR 74609054115000001149417","589.9",,"723348.01"
,"25/04/2024","8400/000 : FNB","74609054114000009003955","Account Payment","17.25 SLACK T1AS3LC 4910505191 23 APR 74609054114000009003955","337.96",,"723685.97"
,"26/04/2024","8400/000 : FNB","74987504115001652644041","Account Payment","18.38 Dropbox 45NV5 4910505191 24 APR 74987504115001652644041","361.41",,"724047.38"
,"26/04/2024","8400/000 : FNB","74313284116109476904401","Account Payment","18.09 Illustrator 4910505191 25 APR 74313284116109476904401","355.7",,"724403.08"
,"26/04/2024","8400/000 : FNB","74609054116000003871603","Account Payment","376.40 HOLASPIRIT 4910505225 25 APR 74609054116000003871603","7912.05",,"732315.13"
,"26/04/2024","8400/000 : FNB","74609054116000003991021","Account Payment","231.95 HOLASPIRIT 4910505225 25 APR 74609054116000003991021","4875.66",,"737190.79"
,"26/04/2024","8400/000 : FNB","74796314115000018421040","Account Payment","100.00 CLOUD B8HSRR 4910505191 24 APR 74796314115000018421040","1966.33",,"739157.12"
,"26/04/2024","8400/000 : FNB","24011344115000056383202","Account Payment","34.12 WWW.MAKE.COM 4910505191 24 APR 24011344115000056383202","670.91",,"739828.03"
,"26/04/2024","8400/000 : FNB","74609054116000000503043","Account Payment","10.00 MATTERMOST 4910505191 24 APR 74609054116000000503043","196.64",,"740024.67"
,"29/04/2024","8400/000 : FNB","24011344117000052621942","Account Payment","960.00 SQUARESPACE 4910505191 26 APR 24011344117000052621942","960",,"740984.67"
,"29/04/2024","8400/000 : FNB","74143614118000060721446","Account Payment","645.58 FACEBK 6L6A 4910505191 26 APR 74143614118000060721446","645.58",,"741630.25"
,"29/04/2024","8400/000 : FNB","24492164117000003625364","Account Payment","150.00 AUTH0.COM 4910505191 25 APR 24492164117000003625364","2946.81",,"744577.06"
,"29/04/2024","8400/000 : FNB","74922134116037830009726","Account Payment","BOB GROUP 4910505191 21 APR 74922134116037830009726","2298.85",,"746875.91"
,"29/04/2024","8400/000 : FNB","74922134116037830009718","Account Payment","BOB GROUP 4910505191 21 APR 74922134116037830009718","2298.85",,"749174.76"
,"29/04/2024","8400/000 : FNB","24492164116000032093494","Account Payment","24.00 LEMSQZY CODE 4910505191 25 APR 24492164116000032093494","471.76",,"749646.52"
,"29/04/2024","STOCK2SHOP (PTY) LTD","WWI31335","Supplier Invoice","Stock to Shop","3134.4",,"752780.92"
,"30/04/2024","8400/000 : FNB","74143614120001252145994","Account Payment","2926.66 SHOPIFY 22 4910505225 27 APR 74143614120001252145994","57076.52",,"809857.44"
,"30/04/2024","8400/000 : FNB","74796314118000312370049","Account Payment","200.00 CLOUD BJMMMM 4910505191 27 APR 74796314118000312370049","3900.45",,"813757.89"
,"30/04/2024","8400/000 : FNB","24011344120000021428267","Account Payment","182.85 WIX.COM 1113 4910505191 29 APR 24011344120000021428267","3565.99",,"817323.88"
,"30/04/2024","8400/000 : FNB","24492154119719633605004","Account Payment","29.99 BEENVERIFIED 4910505191 28 APR 24492154119719633605004","584.88",,"817908.76"
,"30/04/2024","8400/000 : FNB","24168884119102265737095","Account Payment","546.25 INTUIT QBoo 4910505225 28 APR 24168884119102265737095","546.25",,"818455.01"
,"30/04/2024","8400/000 : FNB","24168884119102265737087","Account Payment","546.25 INTUIT QBoo 4910505225 28 APR 24168884119102265737087","546.25",,"819001.26"
,"30/04/2024","8400/000 : FNB","74313284119102032239922","Account Payment","22.99 Adobe 4910505191 28 APR 74313284119102032239922","448.36",,"819449.62"
,"30/04/2024","8400/000 : FNB","24011344120000012901215","Account Payment","141.99 CANVA I0413 4910505225 29 APR 24011344120000012901215","141.99",,"819591.61"
,"30/04/2024","8400/000 : FNB","74875304118001100958081","Account Payment","34.99 Google Storag 4910505191 28 APR 74875304118001100958081","34.99",,"819626.6"
,"02/05/2024","8400/000 : FNB","74165884120417104783976","Account Payment","275.15 DNHDOMAINH 4910505191 28 APR 74165884120417104783976","6704.45",,"826331.05"
,"02/05/2024","8400/000 : FNB","24011344120000034675250","Account Payment","5050.80 FRESHWORKS 4910505225 29 APR 24011344120000034675250","5050.8",,"831381.85"
,"02/05/2024","8400/000 : FNB","74208474121000020249591","Account Payment","119.94 CLINICSOFTWA 4910505225 30 APR 74208474121000020249591","2889.87",,"834271.72"
,"02/05/2024","8400/000 : FNB","24492164120000034431639","Account Payment","2162.00 APPY PIE T 4910505191 29 APR 24492164120000034431639","2162",,"836433.72"
,"02/05/2024","8400/000 : FNB","74389244121000000032973","Account Payment","50.10 FRAPPE CLOUD 4910505191 30 APR 74389244121000000032973","963.78",,"837397.5"
,"02/05/2024","8400/000 : FNB","24492164120000020613562","Account Payment","20.00 YOU.COM 4910505191 29 APR 24492164120000020613562","390.05",,"837787.55"
,"02/05/2024","8400/000 : FNB","74609054120000008059265","Account Payment","5.00 COMPONENTS.STU 4910505191 29 APR 74609054120000008059265","97.51",,"837885.06"
,"03/05/2024","8400/000 : FNB","74697694123920055323020","Account Payment","83.96 GOOGLEGSUITE 4910505225 01 MAY 74697694123920055323020","1725.09",,"839610.15"
,"03/05/2024","8400/000 : FNB","74987504122000908248079","Account Payment","1096.18 FACEBK 4910505191 01 MAY 74987504122000908248079","1096.18",,"840706.33"
,"03/05/2024","8400/000 : FNB","74796314122000600610027","Account Payment","46.00 FACEBK FACEB 4910505191 01 MAY 74796314122000600610027","884.58",,"841590.91"
,"03/05/2024","8400/000 : FNB","74987504122001605418080","Account Payment","39.82 Google GSUITE 4910505191 01 MAY 74987504122001605418080","818.16",,"842409.07"
,"03/05/2024","8400/000 : FNB","74697694123920051593725","Account Payment","29.81 GOOGLEGSUITE 4910505191 01 MAY 74697694123920051593725","573.25",,"842982.32"
,"03/05/2024","8400/000 : FNB","24492164122000053646578","Account Payment","29.00 VIRTONOMICS S 4910505191 01 MAY 24492164122000053646578","557.67",,"843539.99"
,"03/05/2024","8400/000 : FNB","24011344122000078866581","Account Payment","29.00 ECM A LEGALZ 4910505191 01 MAY 24011344122000078866581","557.67",,"844097.66"
,"03/05/2024","8400/000 : FNB","74697694123920055283521","Account Payment","391.60 GOOGLEGSUIT 4910505225 01 MAY 74697694123920055283521","8046",,"852143.66"
,"03/05/2024","8400/000 : FNB","74697694123920051385445","Account Payment","275.68 GOOGLECLOUD 4910505191 01 MAY 74697694123920051385445","5301.34",,"857445"
,"03/05/2024","8400/000 : FNB","24011344122000073191357","Account Payment","134.00 SINCH MAILGU 4910505191 01 MAY 24011344122000073191357","2576.83",,"860021.83"
,"03/05/2024","8400/000 : FNB","24168884122104845110962","Account Payment","546.25 INTUIT QBoo 4910505225 01 MAY 24168884122104845110962","546.25",,"860568.08"
,"03/05/2024","8400/000 : FNB","74796314122000800583065","Account Payment","27.60 FACEBK FACEB 4910505191 01 MAY 74796314122000800583065","530.75",,"861098.83"
,"03/05/2024","8400/000 : FNB","74609054122000018703900","Account Payment","17.25 SLACK T06A3T4 4910505191 01 MAY 74609054122000018703900","331.71",,"861430.54"
,"03/05/2024","8400/000 : FNB","74987504122001745744056","Account Payment","12.00 GSUITE_rzoneu 4910505191 01 MAY 74987504122001745744056","288.92",,"861719.46"
,"03/05/2024","8400/000 : FNB","74796314122000900513079","Account Payment","9.20 FACEBK FACEBK 4910505191 01 MAY 74796314122000900513079","176.92",,"861896.38"
,"03/05/2024","8400/000 : FNB","24492164122000033918584","Account Payment","7.00 GLASSFROG 4910505191 01 MAY 24492164122000033918584","134.61",,"862030.99"
,"04/05/2024","8400/000 : FNB","74201334123000007500983","Account Payment","450.00 WAPPALYZER 4910505191 02 MAY 74201334123000007500983","8637.92",,"870668.91"
,"06/05/2024","8400/000 : FNB","24011344124000078083391","Account Payment","143.20 MOZSEOHELP@ 4910505191 03 MAY 24011344124000078083391","2732.31",,"873401.22"
,"06/05/2024","8400/000 : FNB","74609054125000002163951","Account Payment","99.00 DMNS.APP BUSI 4910505191 04 MAY 74609054125000002163951","1879.22",,"875280.44"
